布魔方产品型号	颜色-红	颜色-黄	颜色-蓝	颜色-绿	颜色-咖	颜色-黑白灰	风格-美式	风格-欧式	风格-中式	风格-现代	风格-混搭	工艺-提花	工艺-绣花	工艺-印花	工艺-素织物	工艺-其他	材质-棉麻	材质-雪尼尔	材质-涤丝经面	材质-羊毛混纺	材质-其他	应用-沙发	应用-窗帘	应用-墙布	应用-抱枕	应用-床品	应用-其他	价格-单幅	价格-宽幅	成分(%)	每平方克重(g/㎡±5%)	幅宽-单幅（±2cm）	幅宽-宽幅（±2cm）	花型尺寸-横向（cm）	花型尺寸-纵向（cm）	原产地	水洗标-可水洗	水洗标-不可机洗	水洗标-可加干洗剂干洗	水洗标-不可干洗	可滚筒烘干	不可滚筒烘干	水洗标-低温熨烫	水洗标-不可熨烫	水洗标-可漂白	水洗标-不可漂白	花型图-1600px*800px	花型图-800px*800px	质地图-1600px*800px	质地图-800px*800px	质地图-400px*200px	质地图-400px*400px	搭配面料1	搭配面料2	搭配面料3	搭配面料4	搭配面料5	搭配面料6	检测报告
FHJ0073-30	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	56%涤纶 44%粘胶    	396	145	290	36.3	19.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0073-30-D1	FHJ0073-30-D2	FHJ0073-30-Q1	FHJ0073-30-Q2	FHJ0073-30-Q3	FHJ0073-30-Q4	0	0	0	0	0	0	0
FHJ0073-50	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	56%涤纶 44%粘胶    	396	145	290	36.3	19.8	中国	0	1	1	0	0	1	1	0	0	1	FHJ0073-50-D1	FHJ0073-50-D2	FHJ0073-50-Q1	FHJ0073-50-Q2	FHJ0073-50-Q3	FHJ0073-50-Q4	0	0	0	0	0	0	0
FHJ0076-50	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	100%涤纶 	388	146	292	36.5	49	中国	0	1	1	0	0	1	1	0	0	1	FHJ0076-50-D1	FHJ0076-50-D2	FHJ0076-50-Q1	FHJ0076-50-Q2	FHJ0076-50-Q3	FHJ0076-50-Q4	0	0	0	0	0	0	0
FHJ0084-50	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	67%涤纶 33%棉	286	146	0	36.5	56	中国	0	1	1	0	0	1	1	0	0	1	FHJ0084-50-D1	FHJ0084-50-D2	FHJ0084-50-Q1	FHJ0084-50-Q2	FHJ0084-50-Q3	FHJ0084-50-Q4	0	0	0	0	0	0	0
FHJ0084-20	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	67%涤纶 33%棉	286	146	0	36.5	56	中国	0	1	1	0	0	1	1	0	0	1	FHJ0084-20-D1	FHJ0084-20-D2	FHJ0084-20-Q1	FHJ0084-20-Q2	FHJ0084-20-Q3	FHJ0084-20-Q4	0	0	0	0	0	0	0
FHJ0084-10	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	67%涤纶 33%棉	286	146	0	36.5	56	中国	0	1	1	0	0	1	1	0	0	1	FHJ0084-10-D1	FHJ0084-10-D2	FHJ0084-10-Q1	FHJ0084-10-Q2	FHJ0084-10-Q3	FHJ0084-10-Q4	0	0	0	0	0	0	0
FHD0003-32	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHD0003-32-D1	FHD0003-32-D2	FHD0003-32-Q1	FHD0003-32-Q2	FHD0003-32-Q3	FHD0003-32-Q4	0	0	0	0	0	0	0
FHD0004-04	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHD0004-04-D1	FHD0004-04-D2	FHD0004-04-Q1	FHD0004-04-Q2	FHD0004-04-Q3	FHD0004-04-Q4	0	0	0	0	0	0	0
FHD0004-33	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHD0004-33-D1	FHD0004-33-D2	FHD0004-33-Q1	FHD0004-33-Q2	FHD0004-33-Q3	FHD0004-33-Q4	0	0	0	0	0	0	0
FHJ0004-01	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0004-01-D1	FHJ0004-01-D2	FHJ0004-01-Q1	FHJ0004-01-Q2	FHJ0004-01-Q3	FHJ0004-01-Q4	0	0	0	0	0	0	0
FHJ0012-31	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0012-31-D1	FHJ0012-31-D2	FHJ0012-31-Q1	FHJ0012-31-Q2	FHJ0012-31-Q3	FHJ0012-31-Q4	0	0	0	0	0	0	0
FHJ0091-10	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0091-10-D1	FHJ0091-10-D2	FHJ0091-10-Q1	FHJ0091-10-Q2	FHJ0091-10-Q3	FHJ0091-10-Q4	0	0	0	0	0	0	0
FHJ0091-20	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0091-20-D1	FHJ0091-20-D2	FHJ0091-20-Q1	FHJ0091-20-Q2	FHJ0091-20-Q3	FHJ0091-20-Q4	0	0	0	0	0	0	0
FHJ0091-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0091-50-D1	FHJ0091-50-D2	FHJ0091-50-Q1	FHJ0091-50-Q2	FHJ0091-50-Q3	FHJ0091-50-Q4	0	0	0	0	0	0	0
FHJ0091-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0091-51-D1	FHJ0091-51-D2	FHJ0091-51-Q1	FHJ0091-51-Q2	FHJ0091-51-Q3	FHJ0091-51-Q4	0	0	0	0	0	0	0
FHJ0092-10	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-10-D1	FHJ0092-10-D2	FHJ0092-10-Q1	FHJ0092-10-Q2	FHJ0092-10-Q3	FHJ0092-10-Q4	0	0	0	0	0	0	0
FHJ0092-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-20-D1	FHJ0092-20-D2	FHJ0092-20-Q1	FHJ0092-20-Q2	FHJ0092-20-Q3	FHJ0092-20-Q4	0	0	0	0	0	0	0
FHJ0092-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-30-D1	FHJ0092-30-D2	FHJ0092-30-Q1	FHJ0092-30-Q2	FHJ0092-30-Q3	FHJ0092-30-Q4	0	0	0	0	0	0	0
FHJ0092-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-40-D1	FHJ0092-40-D2	FHJ0092-40-Q1	FHJ0092-40-Q2	FHJ0092-40-Q3	FHJ0092-40-Q4	0	0	0	0	0	0	0
FHJ0092-41	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-41-D1	FHJ0092-41-D2	FHJ0092-41-Q1	FHJ0092-41-Q2	FHJ0092-41-Q3	FHJ0092-41-Q4	0	0	0	0	0	0	0
FHJ0092-42	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-42-D1	FHJ0092-42-D2	FHJ0092-42-Q1	FHJ0092-42-Q2	FHJ0092-42-Q3	FHJ0092-42-Q4	0	0	0	0	0	0	0
FHJ0092-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-50-D1	FHJ0092-50-D2	FHJ0092-50-Q1	FHJ0092-50-Q2	FHJ0092-50-Q3	FHJ0092-50-Q4	0	0	0	0	0	0	0
FHJ0092-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0092-51-D1	FHJ0092-51-D2	FHJ0092-51-Q1	FHJ0092-51-Q2	FHJ0092-51-Q3	FHJ0092-51-Q4	0	0	0	0	0	0	0
FHJ0093-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0093-20-D1	FHJ0093-20-D2	FHJ0093-20-Q1	FHJ0093-20-Q2	FHJ0093-20-Q3	FHJ0093-20-Q4	0	0	0	0	0	0	0
FHJ0093-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0093-30-D1	FHJ0093-30-D2	FHJ0093-30-Q1	FHJ0093-30-Q2	FHJ0093-30-Q3	FHJ0093-30-Q4	0	0	0	0	0	0	0
FHJ0093-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0093-40-D1	FHJ0093-40-D2	FHJ0093-40-Q1	FHJ0093-40-Q2	FHJ0093-40-Q3	FHJ0093-40-Q4	0	0	0	0	0	0	0
FHJ0093-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0093-50-D1	FHJ0093-50-D2	FHJ0093-50-Q1	FHJ0093-50-Q2	FHJ0093-50-Q3	FHJ0093-50-Q4	0	0	0	0	0	0	0
FHJ0094-01	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0094-01-D1	FHJ0094-01-D2	FHJ0094-01-Q1	FHJ0094-01-Q2	FHJ0094-01-Q3	FHJ0094-01-Q4	0	0	0	0	0	0	0
FHJ0094-02	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0094-02-D1	FHJ0094-02-D2	FHJ0094-02-Q1	FHJ0094-02-Q2	FHJ0094-02-Q3	FHJ0094-02-Q4	0	0	0	0	0	0	0
FHJ0094-30	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0094-30-D1	FHJ0094-30-D2	FHJ0094-30-Q1	FHJ0094-30-Q2	FHJ0094-30-Q3	FHJ0094-30-Q4	0	0	0	0	0	0	0
FHJ0094-31	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0094-31-D1	FHJ0094-31-D2	FHJ0094-31-Q1	FHJ0094-31-Q2	FHJ0094-31-Q3	FHJ0094-31-Q4	0	0	0	0	0	0	0
FHJ0094-40	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0094-40-D1	FHJ0094-40-D2	FHJ0094-40-Q1	FHJ0094-40-Q2	FHJ0094-40-Q3	FHJ0094-40-Q4	0	0	0	0	0	0	0
FHJ0094-41	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0094-41-D1	FHJ0094-41-D2	FHJ0094-41-Q1	FHJ0094-41-Q2	FHJ0094-41-Q3	FHJ0094-41-Q4	0	0	0	0	0	0	0
FHJ0095-01	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-01-D1	FHJ0095-01-D2	FHJ0095-01-Q1	FHJ0095-01-Q2	FHJ0095-01-Q3	FHJ0095-01-Q4	0	0	0	0	0	0	0
FHJ0095-02	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-02-D1	FHJ0095-02-D2	FHJ0095-02-Q1	FHJ0095-02-Q2	FHJ0095-02-Q3	FHJ0095-02-Q4	0	0	0	0	0	0	0
FHJ0095-03	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-03-D1	FHJ0095-03-D2	FHJ0095-03-Q1	FHJ0095-03-Q2	FHJ0095-03-Q3	FHJ0095-03-Q4	0	0	0	0	0	0	0
FHJ0095-20	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-20-D1	FHJ0095-20-D2	FHJ0095-20-Q1	FHJ0095-20-Q2	FHJ0095-20-Q3	FHJ0095-20-Q4	0	0	0	0	0	0	0
FHJ0095-40	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-40-D1	FHJ0095-40-D2	FHJ0095-40-Q1	FHJ0095-40-Q2	FHJ0095-40-Q3	FHJ0095-40-Q4	0	0	0	0	0	0	0
FHJ0095-41	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-41-D1	FHJ0095-41-D2	FHJ0095-41-Q1	FHJ0095-41-Q2	FHJ0095-41-Q3	FHJ0095-41-Q4	0	0	0	0	0	0	0
FHJ0095-42	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-42-D1	FHJ0095-42-D2	FHJ0095-42-Q1	FHJ0095-42-Q2	FHJ0095-42-Q3	FHJ0095-42-Q4	0	0	0	0	0	0	0
FHJ0095-43	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-43-D1	FHJ0095-43-D2	FHJ0095-43-Q1	FHJ0095-43-Q2	FHJ0095-43-Q3	FHJ0095-43-Q4	0	0	0	0	0	0	0
FHJ0095-44	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0095-44-D1	FHJ0095-44-D2	FHJ0095-44-Q1	FHJ0095-44-Q2	FHJ0095-44-Q3	FHJ0095-44-Q4	0	0	0	0	0	0	0
FHJ0096-30	1	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0096-30-D1	FHJ0096-30-D2	FHJ0096-30-Q1	FHJ0096-30-Q2	FHJ0096-30-Q3	FHJ0096-30-Q4	0	0	0	0	0	0	0
FHJ0097-40	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0097-40-D1	FHJ0097-40-D2	FHJ0097-40-Q1	FHJ0097-40-Q2	FHJ0097-40-Q3	FHJ0097-40-Q4	0	0	0	0	0	0	0
FHJ0097-41	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0097-41-D1	FHJ0097-41-D2	FHJ0097-41-Q1	FHJ0097-41-Q2	FHJ0097-41-Q3	FHJ0097-41-Q4	0	0	0	0	0	0	0
FHJ0098-10	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0098-10-D1	FHJ0098-10-D2	FHJ0098-10-Q1	FHJ0098-10-Q2	FHJ0098-10-Q3	FHJ0098-10-Q4	0	0	0	0	0	0	0
FHJ0098-11	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0098-11-D1	FHJ0098-11-D2	FHJ0098-11-Q1	FHJ0098-11-Q2	FHJ0098-11-Q3	FHJ0098-11-Q4	0	0	0	0	0	0	0
FHJ0098-20	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0098-20-D1	FHJ0098-20-D2	FHJ0098-20-Q1	FHJ0098-20-Q2	FHJ0098-20-Q3	FHJ0098-20-Q4	0	0	0	0	0	0	0
FHJ0098-30	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0098-30-D1	FHJ0098-30-D2	FHJ0098-30-Q1	FHJ0098-30-Q2	FHJ0098-30-Q3	FHJ0098-30-Q4	0	0	0	0	0	0	0
FHJ0098-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0098-50-D1	FHJ0098-50-D2	FHJ0098-50-Q1	FHJ0098-50-Q2	FHJ0098-50-Q3	FHJ0098-50-Q4	0	0	0	0	0	0	0
FHJ0099-01	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0099-01-D1	FHJ0099-01-D2	FHJ0099-01-Q1	FHJ0099-01-Q2	FHJ0099-01-Q3	FHJ0099-01-Q4	0	0	0	0	0	0	0
FHJ0099-10	0	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0099-10-D1	FHJ0099-10-D2	FHJ0099-10-Q1	FHJ0099-10-Q2	FHJ0099-10-Q3	FHJ0099-10-Q4	0	0	0	0	0	0	0
FHJ0099-20	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0099-20-D1	FHJ0099-20-D2	FHJ0099-20-Q1	FHJ0099-20-Q2	FHJ0099-20-Q3	FHJ0099-20-Q4	0	0	0	0	0	0	0
FHJ0099-30	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0099-30-D1	FHJ0099-30-D2	FHJ0099-30-Q1	FHJ0099-30-Q2	FHJ0099-30-Q3	FHJ0099-30-Q4	0	0	0	0	0	0	0
FHJ0099-50	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0099-50-D1	FHJ0099-50-D2	FHJ0099-50-Q1	FHJ0099-50-Q2	FHJ0099-50-Q3	FHJ0099-50-Q4	0	0	0	0	0	0	0
FHJ0100-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0100-20-D1	FHJ0100-20-D2	FHJ0100-20-Q1	FHJ0100-20-Q2	FHJ0100-20-Q3	FHJ0100-20-Q4	0	0	0	0	0	0	0
FHJ0100-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0100-30-D1	FHJ0100-30-D2	FHJ0100-30-Q1	FHJ0100-30-Q2	FHJ0100-30-Q3	FHJ0100-30-Q4	0	0	0	0	0	0	0
FHJ0100-31	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0100-31-D1	FHJ0100-31-D2	FHJ0100-31-Q1	FHJ0100-31-Q2	FHJ0100-31-Q3	FHJ0100-31-Q4	0	0	0	0	0	0	0
FHJ0100-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0100-50-D1	FHJ0100-50-D2	FHJ0100-50-Q1	FHJ0100-50-Q2	FHJ0100-50-Q3	FHJ0100-50-Q4	0	0	0	0	0	0	0
FHJ0101-01	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0101-01-D1	FHJ0101-01-D2	FHJ0101-01-Q1	FHJ0101-01-Q2	FHJ0101-01-Q3	FHJ0101-01-Q4	0	0	0	0	0	0	0
FHJ0101-20	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0101-20-D1	FHJ0101-20-D2	FHJ0101-20-Q1	FHJ0101-20-Q2	FHJ0101-20-Q3	FHJ0101-20-Q4	0	0	0	0	0	0	0
FHJ0101-30	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0101-30-D1	FHJ0101-30-D2	FHJ0101-30-Q1	FHJ0101-30-Q2	FHJ0101-30-Q3	FHJ0101-30-Q4	0	0	0	0	0	0	0
FHJ0101-50	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0101-50-D1	FHJ0101-50-D2	FHJ0101-50-Q1	FHJ0101-50-Q2	FHJ0101-50-Q3	FHJ0101-50-Q4	0	0	0	0	0	0	0
FHJ0101-51	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0101-51-D1	FHJ0101-51-D2	FHJ0101-51-Q1	FHJ0101-51-Q2	FHJ0101-51-Q3	FHJ0101-51-Q4	0	0	0	0	0	0	0
FHJ0102-20	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0102-20-D1	FHJ0102-20-D2	FHJ0102-20-Q1	FHJ0102-20-Q2	FHJ0102-20-Q3	FHJ0102-20-Q4	0	0	0	0	0	0	0
FHJ0102-30	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0102-30-D1	FHJ0102-30-D2	FHJ0102-30-Q1	FHJ0102-30-Q2	FHJ0102-30-Q3	FHJ0102-30-Q4	0	0	0	0	0	0	0
FHJ0102-40	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0102-40-D1	FHJ0102-40-D2	FHJ0102-40-Q1	FHJ0102-40-Q2	FHJ0102-40-Q3	FHJ0102-40-Q4	0	0	0	0	0	0	0
FHJ0102-50	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0102-50-D1	FHJ0102-50-D2	FHJ0102-50-Q1	FHJ0102-50-Q2	FHJ0102-50-Q3	FHJ0102-50-Q4	0	0	0	0	0	0	0
FHJ0103-30	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0103-30-D1	FHJ0103-30-D2	FHJ0103-30-Q1	FHJ0103-30-Q2	FHJ0103-30-Q3	FHJ0103-30-Q4	0	0	0	0	0	0	0
FHJ0103-40	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	FHJ0103-40-D1	FHJ0103-40-D2	FHJ0103-40-Q1	FHJ0103-40-Q2	FHJ0103-40-Q3	FHJ0103-40-Q4	0	0	0	0	0	0	0
